Listener,NativeListener,ListenerVariety,ListenerRhotic,Trial,Stimulus,RJudgment,Confidence,Word,FollSegment,Rpresent,ProbPresent,F3min_norm,diffF3F1_55,F3min_orig
G,TRUE,ScottishEnglish,TRUE,18,firm1794,Absent,5,firm,M,Present,0.85174550264550275,83.44444444444434,1606,1910
G,TRUE,ScottishEnglish,TRUE,19,firm36165,Absent,2,firm,M,Absent,0.5455661375661377,-20.478787878787898,1743,2054
G,TRUE,ScottishEnglish,TRUE,20,firms38493,Present,5,firms,M,Present,0.7578873015873016,-544.0101010101009,1416,1494
G,TRUE,ScottishEnglish,TRUE,21,girl15366,Present,4,girl,L,Absent,0.5079804232804234,-418.875,2118,1955
G,TRUE,ScottishEnglish,TRUE,22,girls2107,Absent,3,girls,L,Absent,0.4897285714285715,-308.7532467532469,2349,2016
G,TRUE,ScottishEnglish,TRUE,23,girls3375,Absent,5,girls,L,Present,0.6252830687830687,-335.64885496183206,2445,1786
G,TRUE,ScottishEnglish,TRUE,24,girls3958,Absent,5,girls,L,Absent,0.12439470899470903,530.3511450381679,2373,2652
G,TRUE,ScottishEnglish,TRUE,25,girls7121,Absent,4,girls,L,Absent,0.41994285714285723,52.74736842105267,1848,2241
G,TRUE,ScottishEnglish,TRUE,26,girls7728,Absent,2,girls,L,Absent,0.4384116402116402,196.45205479452034,1962,2313
G,TRUE,ScottishEnglish,TRUE,27,girls8781,Absent,2,girls,L,Present,0.973900529100529,-302.75925925925935,1422,1680
G,TRUE,ScottishEnglish,TRUE,28,girls9249,Absent,4,girls,L,Present,0.9200253968253971,-75.04516129032254,1322,1697
G,TRUE,ScottishEnglish,TRUE,29,girls9264,Absent,5,girls,L,Present,0.6832010582010583,-161.04516129032254,1239,1611
G,TRUE,ScottishEnglish,TRUE,30,girls10819,Present,5,girls,L,Present,0.9833925925925926,-191.313432835821,1420,1743
G,TRUE,ScottishEnglish,TRUE,31,girls30950,Present,5,girls,L,Absent,0.4817936507936506,-899.3233333333333,2651,1370
G,TRUE,ScottishEnglish,TRUE,32,girls30958,Present,4,girls,L,Present,0.6091100529100528,-560.3233333333333,2143,1709
G,TRUE,ScottishEnglish,TRUE,33,girls36724,Present,5,girls,L,Present,0.8399201058201056,-193.4787878787879,1438,1881
G,TRUE,ScottishEnglish,TRUE,34,girls37260,Absent,5,girls,L,Present,0.7431904761904758,-126.58015267175551,1751,2136
G,TRUE,ScottishEnglish,TRUE,35,hern42719,Absent,5,hern,N,Present,0.7646370370370371,-62.244444444444525,1717,1914
G,TRUE,ScottishEnglish,TRUE,36,learn2352,Present,5,learn,N,Absent,0.5592333333333334,-132.7532467532469,1864,2192
G,TRUE,ScottishEnglish,TRUE,37,learn3830,Absent,1,learn,N,Absent,0.5254539682539682,-510.64885496183206,1554,1611
G,TRUE,ScottishEnglish,TRUE,38,learn3842,Absent,2,learn,N,Absent,0.1759079365079365,997.3511450381679,2819,3119
G,TRUE,ScottishEnglish,TRUE,39,learn5168,Present,5,learn,N,Present,0.7641492063492066,188.60439560439568,1806,2160
G,TRUE,ScottishEnglish,TRUE,40,learn6557,Absent,5,learn,N,Absent,0.4321058201058203,-231.9076923076923,2262,1990
G,TRUE,ScottishEnglish,TRUE,41,learn14552,Present,4,learn,N,Absent,0.4511772486772487,403.12745098039227,2237,2432
G,TRUE,ScottishEnglish,TRUE,42,learn15242,Present,3,learn,N,Present,0.6602862433862432,-343.875,1822,2030
G,TRUE,ScottishEnglish,TRUE,43,learn30708,Present,1,learn,N,Present,0.728246031746032,-441.32333333333327,2113,1828
G,TRUE,ScottishEnglish,TRUE,44,learns37623,Absent,4,learns,N,Present,0.5951502645502643,-36.58015267175551,1902,2226
G,TRUE,ScottishEnglish,TRUE,45,learnt3954,Absent,1,learnt,N,Absent,0.19346031746031744,580.3511450381679,2667,2702
G,TRUE,ScottishEnglish,TRUE,46,learnt4913,Present,4,learnt,N,Present,0.6183835978835978,-273.3956043956043,2166,1698
G,TRUE,ScottishEnglish,TRUE,47,learnt36931,Absent,3,learnt,N,Absent,0.5127798941798942,-39.58015267175551,1898,2223
G,TRUE,ScottishEnglish,TRUE,48,learnt37114,Absent,2,learnt,N,Absent,0.4219645502645505,171.4198473282445,2052,2434
G,TRUE,ScottishEnglish,TRUE,49,learnt37253,Absent,5,learnt,N,Absent,0.540125396825397,94.41984732824449,1918,2357
G,TRUE,ScottishEnglish,TRUE,50,term5667,Present,5,term,M,Present,0.5704751322751324,-478.8532110091742,1715,1619
G,TRUE,ScottishEnglish,TRUE,51,term7278,Absent,1,term,M,Absent,0.4216650793650793,124.74736842105267,2139,2313
G,TRUE,ScottishEnglish,TRUE,52,term9089,Present,3,term,M,Present,0.7138671957671957,-317.04516129032254,1990,1455
G,TRUE,ScottishEnglish,TRUE,53,terms3547,Absent,5,terms,M,Absent,0.2641925925925926,498.35114503816794,2304,2620
G,TRUE,ScottishEnglish,TRUE,54,terms7274,Absent,5,terms,M,Absent,0.42714074074074077,159.74736842105267,1884,2348
G,TRUE,ScottishEnglish,TRUE,55,terms8922,Absent,5,terms,M,Present,0.6602,-273.75925925925935,1500,1709
G,TRUE,ScottishEnglish,TRUE,56,turn8684,Present,4,turn,N,Present,0.8996481481481481,-250.31944444444434,1760,1824
G,TRUE,ScottishEnglish,TRUE,57,turn12588,Present,5,turn,N,Present,0.7594201058201058,-170.090909090909,1385,1641
G,TRUE,ScottishEnglish,TRUE,58,turn14128,Present,5,turn,N,Present,0.989714814814815,3.4074074074073906,1472,1949
G,TRUE,ScottishEnglish,TRUE,59,turn14515,Absent,5,turn,N,Absent,0.3207978835978836,726.1274509803923,2283,2755
G,TRUE,ScottishEnglish,TRUE,60,turn14517,Absent,2,turn,N,Absent,0.17551851851851846,514.1274509803923,2328,2543
I,TRUE,NZEnglish,FALSE,1,burnt59,Absent,3,burnt,N,Present,0.5915306878306879,-656.1954887218044,1422,1732
I,TRUE,NZEnglish,FALSE,2,burnt3611,Absent,4,burnt,N,Absent,0.401657671957672,645.3511450381679,2456,2767
I,TRUE,NZEnglish,FALSE,3,churned3729,Present,4,churned,N,Absent,0.33636666666666665,-458.64885496183206,2713,1663
I,TRUE,NZEnglish,FALSE,4,curl14566,Absent,3,curl,L,Present,0.8550375661375662,-161.87254901960773,1493,1867
I,TRUE,NZEnglish,FALSE,5,curl15255,Present,4,curl,L,Absent,0.46818518518518537,-291.875,1852,2082
I,TRUE,NZEnglish,FALSE,6,firm1794,Present,4,firm,M,Present,0.85174550264550275,83.44444444444434,1606,1910
I,TRUE,NZEnglish,FALSE,7,firm36165,Absent,4,firm,M,Absent,0.5455661375661377,-20.478787878787898,1743,2054
I,TRUE,NZEnglish,FALSE,8,firms38493,Present,4,firms,M,Present,0.7578873015873016,-544.0101010101009,1416,1494
I,TRUE,NZEnglish,FALSE,9,girl15366,Absent,3,girl,L,Absent,0.5079804232804234,-418.875,2118,1955
I,TRUE,NZEnglish,FALSE,10,girls2107,Absent,2,girls,L,Absent,0.4897285714285715,-308.7532467532469,2349,2016
I,TRUE,NZEnglish,FALSE,11,girls3375,Present,3,girls,L,Present,0.6252830687830687,-335.64885496183206,2445,1786
I,TRUE,NZEnglish,FALSE,12,girls3958,Absent,4,girls,L,Absent,0.12439470899470903,530.3511450381679,2373,2652
I,TRUE,NZEnglish,FALSE,13,girls7121,Present,4,girls,L,Absent,0.41994285714285723,52.74736842105267,1848,2241
I,TRUE,NZEnglish,FALSE,14,girls7728,Present,5,girls,L,Absent,0.4384116402116402,196.45205479452034,1962,2313
I,TRUE,NZEnglish,FALSE,15,girls8781,Present,4,girls,L,Present,0.973900529100529,-302.75925925925935,1422,1680
I,TRUE,NZEnglish,FALSE,16,girls9249,Absent,3,girls,L,Present,0.9200253968253971,-75.04516129032254,1322,1697
I,TRUE,NZEnglish,FALSE,17,girls9264,Present,2,girls,L,Present,0.6832010582010583,-161.04516129032254,1239,1611
I,TRUE,NZEnglish,FALSE,18,girls10819,Present,4,girls,L,Present,0.9833925925925926,-191.313432835821,1420,1743
I,TRUE,NZEnglish,FALSE,19,girls30950,Present,3,girls,L,Absent,0.4817936507936506,-899.3233333333333,2651,1370
I,TRUE,NZEnglish,FALSE,20,girls30958,Absent,4,girls,L,Present,0.6091100529100528,-560.3233333333333,2143,1709
I,TRUE,NZEnglish,FALSE,21,girls36724,Absent,4,girls,L,Present,0.8399201058201056,-193.4787878787879,1438,1881
I,TRUE,NZEnglish,FALSE,22,girls37260,Present,3,girls,L,Present,0.7431904761904758,-126.58015267175551,1751,2136
I,TRUE,NZEnglish,FALSE,23,hern42719,Present,4,hern,N,Present,0.7646370370370371,-62.244444444444525,1717,1914
I,TRUE,NZEnglish,FALSE,24,learn2352,Absent,4,learn,N,Absent,0.5592333333333334,-132.7532467532469,1864,2192
I,TRUE,NZEnglish,FALSE,25,learn3830,Absent,4,learn,N,Absent,0.5254539682539682,-510.64885496183206,1554,1611
I,TRUE,NZEnglish,FALSE,26,learn3842,Present,3,learn,N,Absent,0.1759079365079365,997.3511450381679,2819,3119
I,TRUE,NZEnglish,FALSE,27,learn5168,Absent,3,learn,N,Present,0.7641492063492066,188.60439560439568,1806,2160
I,TRUE,NZEnglish,FALSE,28,learn6557,Present,4,learn,N,Absent,0.4321058201058203,-231.9076923076923,2262,1990
I,TRUE,NZEnglish,FALSE,29,learn14552,Present,3,learn,N,Absent,0.4511772486772487,403.12745098039227,2237,2432
I,TRUE,NZEnglish,FALSE,30,learn15242,Present,3,learn,N,Present,0.6602862433862432,-343.875,1822,2030
I,TRUE,NZEnglish,FALSE,31,learn30708,Absent,4,learn,N,Present,0.728246031746032,-441.32333333333327,2113,1828
I,TRUE,NZEnglish,FALSE,32,learns37623,Absent,3,learns,N,Present,0.5951502645502643,-36.58015267175551,1902,2226
I,TRUE,NZEnglish,FALSE,33,learnt3954,Absent,2,learnt,N,Absent,0.19346031746031744,580.3511450381679,2667,2702
I,TRUE,NZEnglish,FALSE,34,learnt4913,Present,3,learnt,N,Present,0.6183835978835978,-273.3956043956043,2166,1698
I,TRUE,NZEnglish,FALSE,35,learnt36931,Present,2,learnt,N,Absent,0.5127798941798942,-39.58015267175551,1898,2223
I,TRUE,NZEnglish,FALSE,36,learnt37114,Absent,4,learnt,N,Absent,0.4219645502645505,171.4198473282445,2052,2434
I,TRUE,NZEnglish,FALSE,37,learnt37253,Present,4,learnt,N,Absent,0.540125396825397,94.41984732824449,1918,2357
I,TRUE,NZEnglish,FALSE,38,term5667,Present,4,term,M,Present,0.5704751322751324,-478.8532110091742,1715,1619
I,TRUE,NZEnglish,FALSE,39,term7278,Absent,3,term,M,Absent,0.4216650793650793,124.74736842105267,2139,2313
I,TRUE,NZEnglish,FALSE,40,term9089,Absent,4,term,M,Present,0.7138671957671957,-317.04516129032254,1990,1455
I,TRUE,NZEnglish,FALSE,41,terms3547,Present,4,terms,M,Absent,0.2641925925925926,498.35114503816794,2304,2620
I,TRUE,NZEnglish,FALSE,42,terms7274,Present,3,terms,M,Absent,0.42714074074074077,159.74736842105267,1884,2348
I,TRUE,NZEnglish,FALSE,43,terms8922,Present,4,terms,M,Present,0.6602,-273.75925925925935,1500,1709
I,TRUE,NZEnglish,FALSE,44,turn8684,Absent,3,turn,N,Present,0.8996481481481481,-250.31944444444434,1760,1824
I,TRUE,NZEnglish,FALSE,45,turn12588,Present,4,turn,N,Present,0.7594201058201058,-170.090909090909,1385,1641
I,TRUE,NZEnglish,FALSE,46,turn14128,Present,3,turn,N,Present,0.989714814814815,3.4074074074073906,1472,1949
I,TRUE,NZEnglish,FALSE,47,turn14515,Absent,4,turn,N,Absent,0.3207978835978836,726.1274509803923,2283,2755
I,TRUE,NZEnglish,FALSE,48,turn14517,Absent,5,turn,N,Absent,0.17551851851851846,514.1274509803923,2328,2543
I,TRUE,NZEnglish,FALSE,49,turned606,Present,3,turned,N,Absent,0.4549174603174602,-117.1954887218044,1829,2271
I,TRUE,NZEnglish,FALSE,50,turned2120,Present,4,turned,N,Absent,0.5010962962962962,-78.75324675324691,1995,2246
I,TRUE,NZEnglish,FALSE,51,turned2180,Present,5,turned,N,Present,0.6751666666666668,-302.7532467532469,2045,2022
I,TRUE,NZEnglish,FALSE,52,turned3429,Absent,4,turned,N,Absent,0.3920126984126985,681.3511450381679,2403,2803
I,TRUE,NZEnglish,FALSE,53,turned4154,Present,4,turned,N,Absent,0.4314148148148149,374.5903614457832,2062,2410
I,TRUE,NZEnglish,FALSE,54,turned23663,Absent,4,turned,N,Present,0.7613365079365078,18.3125,1740,2163
I,TRUE,NZEnglish,FALSE,55,turned36334,Present,5,turned,N,Present,0.9786994708994712,-326.4787878787879,1477,1748
I,TRUE,NZEnglish,FALSE,56,turns3334,Absent,4,turns,N,Absent,0.1610111111111112,698.3511450381679,2563,2820
I,TRUE,NZEnglish,FALSE,57,world4429,Present,3,world,L,Present,0.5702793650793652,62.590361445783174,1786,2098
I,TRUE,NZEnglish,FALSE,58,world13123,Present,5,world,L,Present,0.7649671957671961,-217.090909090909,1274,1594
I,TRUE,NZEnglish,FALSE,59,world15080,Absent,3,world,L,Absent,0.4654232804232804,-288.875,1918,2085
I,TRUE,NZEnglish,FALSE,60,world30539,Absent,4,world,L,Absent,0.20067724867724868,-191.32333333333327,1799,2078
B,FALSE,L2English,FALSE,1,turned606,Present,5,turned,N,Absent,0.4549174603174602,-117.1954887218044,1829,2271
B,FALSE,L2English,FALSE,2,turned2120,Present,4,turned,N,Absent,0.5010962962962962,-78.75324675324691,1995,2246
B,FALSE,L2English,FALSE,3,turned2180,Present,5,turned,N,Present,0.6751666666666668,-302.7532467532469,2045,2022
B,FALSE,L2English,FALSE,4,turned3429,Absent,2,turned,N,Absent,0.3920126984126985,681.3511450381679,2403,2803
B,FALSE,L2English,FALSE,5,turned4154,Present,5,turned,N,Absent,0.4314148148148149,374.5903614457832,2062,2410
B,FALSE,L2English,FALSE,6,turned23663,Present,5,turned,N,Present,0.7613365079365078,18.3125,1740,2163
B,FALSE,L2English,FALSE,7,turned36334,Present,5,turned,N,Present,0.9786994708994712,-326.4787878787879,1477,1748
B,FALSE,L2English,FALSE,8,turns3334,Present,3,turns,N,Absent,0.1610111111111112,698.3511450381679,2563,2820
B,FALSE,L2English,FALSE,9,world4429,Absent,2,world,L,Present,0.5702793650793652,62.590361445783174,1786,2098
B,FALSE,L2English,FALSE,10,world13123,Present,5,world,L,Present,0.7649671957671961,-217.090909090909,1274,1594
B,FALSE,L2English,FALSE,11,world15080,Absent,5,world,L,Absent,0.4654232804232804,-288.875,1918,2085
B,FALSE,L2English,FALSE,12,world30539,Absent,3,world,L,Absent,0.20067724867724868,-191.32333333333327,1799,2078
B,FALSE,L2English,FALSE,13,turn14517,Absent,4,turn,N,Absent,0.17551851851851846,514.1274509803923,2328,2543
B,FALSE,L2English,FALSE,14,turn14515,Absent,2,turn,N,Absent,0.3207978835978836,726.1274509803923,2283,2755
B,FALSE,L2English,FALSE,15,turn14128,Present,3,turn,N,Present,0.989714814814815,3.4074074074073906,1472,1949
B,FALSE,L2English,FALSE,16,turn12588,Present,3,turn,N,Present,0.7594201058201058,-170.090909090909,1385,1641
B,FALSE,L2English,FALSE,17,turn8684,Present,3,turn,N,Present,0.8996481481481481,-250.31944444444434,1760,1824
B,FALSE,L2English,FALSE,18,terms8922,Absent,1,terms,M,Present,0.6602,-273.75925925925935,1500,1709
B,FALSE,L2English,FALSE,19,terms7274,Present,3,terms,M,Absent,0.42714074074074077,159.74736842105267,1884,2348
B,FALSE,L2English,FALSE,20,terms3547,Present,4,terms,M,Absent,0.2641925925925926,498.35114503816794,2304,2620
B,FALSE,L2English,FALSE,21,term9089,Absent,2,term,M,Present,0.7138671957671957,-317.04516129032254,1990,1455
B,FALSE,L2English,FALSE,22,term7278,Present,3,term,M,Absent,0.4216650793650793,124.74736842105267,2139,2313
B,FALSE,L2English,FALSE,23,term5667,Absent,3,term,M,Present,0.5704751322751324,-478.8532110091742,1715,1619
B,FALSE,L2English,FALSE,24,learnt37253,Present,2,learnt,N,Absent,0.540125396825397,94.41984732824449,1918,2357
B,FALSE,L2English,FALSE,25,learnt37114,Absent,4,learnt,N,Absent,0.4219645502645505,171.4198473282445,2052,2434
B,FALSE,L2English,FALSE,26,learnt36931,Absent,2,learnt,N,Absent,0.5127798941798942,-39.58015267175551,1898,2223
B,FALSE,L2English,FALSE,27,learnt4913,Absent,2,learnt,N,Present,0.6183835978835978,-273.3956043956043,2166,1698
B,FALSE,L2English,FALSE,28,learnt3954,Absent,4,learnt,N,Absent,0.19346031746031744,580.3511450381679,2667,2702
B,FALSE,L2English,FALSE,29,learns37623,Present,4,learns,N,Present,0.5951502645502643,-36.58015267175551,1902,2226
B,FALSE,L2English,FALSE,30,learn30708,Present,4,learn,N,Present,0.728246031746032,-441.32333333333327,2113,1828
B,FALSE,L2English,FALSE,31,learn15242,Present,5,learn,N,Present,0.6602862433862432,-343.875,1822,2030
B,FALSE,L2English,FALSE,32,learn14552,Absent,3,learn,N,Absent,0.4511772486772487,403.12745098039227,2237,2432
B,FALSE,L2English,FALSE,33,learn6557,Absent,3,learn,N,Absent,0.4321058201058203,-231.9076923076923,2262,1990
B,FALSE,L2English,FALSE,34,learn5168,Absent,3,learn,N,Present,0.7641492063492066,188.60439560439568,1806,2160
B,FALSE,L2English,FALSE,35,learn3842,Absent,5,learn,N,Absent,0.1759079365079365,997.3511450381679,2819,3119
B,FALSE,L2English,FALSE,36,learn3830,Present,4,learn,N,Absent,0.5254539682539682,-510.64885496183206,1554,1611
B,FALSE,L2English,FALSE,37,learn2352,Present,2,learn,N,Absent,0.5592333333333334,-132.7532467532469,1864,2192
B,FALSE,L2English,FALSE,38,hern42719,Present,3,hern,N,Present,0.7646370370370371,-62.244444444444525,1717,1914
B,FALSE,L2English,FALSE,39,girls37260,Present,4,girls,L,Present,0.7431904761904758,-126.58015267175551,1751,2136
B,FALSE,L2English,FALSE,40,girls36724,Present,4,girls,L,Present,0.8399201058201056,-193.4787878787879,1438,1881
B,FALSE,L2English,FALSE,41,girls30958,Present,3,girls,L,Present,0.6091100529100528,-560.3233333333333,2143,1709
B,FALSE,L2English,FALSE,42,girls30950,Present,3,girls,L,Absent,0.4817936507936506,-899.3233333333333,2651,1370
B,FALSE,L2English,FALSE,43,girls10819,Present,4,girls,L,Present,0.9833925925925926,-191.313432835821,1420,1743
B,FALSE,L2English,FALSE,44,girls9264,Present,2,girls,L,Present,0.6832010582010583,-161.04516129032254,1239,1611
B,FALSE,L2English,FALSE,45,girls9249,Absent,3,girls,L,Present,0.9200253968253971,-75.04516129032254,1322,1697
B,FALSE,L2English,FALSE,46,girls8781,Present,3,girls,L,Present,0.973900529100529,-302.75925925925935,1422,1680
B,FALSE,L2English,FALSE,47,girls7728,Present,5,girls,L,Absent,0.4384116402116402,196.45205479452034,1962,2313
B,FALSE,L2English,FALSE,48,girls7121,Present,4,girls,L,Absent,0.41994285714285723,52.74736842105267,1848,2241
B,FALSE,L2English,FALSE,49,girls3958,Present,4,girls,L,Absent,0.12439470899470903,530.3511450381679,2373,2652
B,FALSE,L2English,FALSE,50,girls3375,Present,3,girls,L,Present,0.6252830687830687,-335.64885496183206,2445,1786
B,FALSE,L2English,FALSE,51,girls2107,Absent,2,girls,L,Absent,0.4897285714285715,-308.7532467532469,2349,2016
B,FALSE,L2English,FALSE,52,girl15366,Absent,3,girl,L,Absent,0.5079804232804234,-418.875,2118,1955
B,FALSE,L2English,FALSE,53,firms38493,Present,4,firms,M,Present,0.7578873015873016,-544.0101010101009,1416,1494
B,FALSE,L2English,FALSE,54,firm36165,Present,4,firm,M,Absent,0.5455661375661377,-20.478787878787898,1743,2054
B,FALSE,L2English,FALSE,55,firm1794,Present,3,firm,M,Present,0.85174550264550275,83.44444444444434,1606,1910
B,FALSE,L2English,FALSE,56,curl15255,Absent,2,curl,L,Absent,0.46818518518518537,-291.875,1852,2082
B,FALSE,L2English,FALSE,57,curl14566,Absent,2,curl,L,Present,0.8550375661375662,-161.87254901960773,1493,1867
B,FALSE,L2English,FALSE,58,churned3729,Present,3,churned,N,Absent,0.33636666666666665,-458.64885496183206,2713,1663
B,FALSE,L2English,FALSE,59,burnt3611,Absent,4,burnt,N,Absent,0.401657671957672,645.3511450381679,2456,2767
B,FALSE,L2English,FALSE,60,burnt59,Absent,3,burnt,N,Present,0.5915306878306879,-656.1954887218044,1422,1732
J,FALSE,L2English,TRUE,1,burnt3611,Absent,5,burnt,N,Absent,0.401657671957672,645.3511450381679,2456,2767
J,FALSE,L2English,TRUE,2,burnt59,Absent,4,burnt,N,Present,0.5915306878306879,-656.1954887218044,1422,1732
J,FALSE,L2English,TRUE,3,churned3729,Absent,5,churned,N,Absent,0.33636666666666665,-458.64885496183206,2713,1663
J,FALSE,L2English,TRUE,4,curl14566,Present,3,curl,L,Present,0.8550375661375662,-161.87254901960773,1493,1867
J,FALSE,L2English,TRUE,5,curl15255,Absent,3,curl,L,Absent,0.46818518518518537,-291.875,1852,2082
J,FALSE,L2English,TRUE,6,firm1794,Absent,4,firm,M,Present,0.85174550264550275,83.44444444444434,1606,1910
J,FALSE,L2English,TRUE,7,firm36165,Absent,4,firm,M,Absent,0.5455661375661377,-20.478787878787898,1743,2054
J,FALSE,L2English,TRUE,8,firms38493,Present,5,firms,M,Present,0.7578873015873016,-544.0101010101009,1416,1494
J,FALSE,L2English,TRUE,9,girl15366,Absent,4,girl,L,Absent,0.5079804232804234,-418.875,2118,1955
J,FALSE,L2English,TRUE,10,girls10819,Present,5,girls,L,Present,0.9833925925925926,-191.313432835821,1420,1743
J,FALSE,L2English,TRUE,11,girls2107,Absent,3,girls,L,Absent,0.4897285714285715,-308.7532467532469,2349,2016
J,FALSE,L2English,TRUE,12,girls30950,Absent,4,girls,L,Absent,0.4817936507936506,-899.3233333333333,2651,1370
J,FALSE,L2English,TRUE,13,girls30958,Absent,3,girls,L,Present,0.6091100529100528,-560.3233333333333,2143,1709
J,FALSE,L2English,TRUE,14,girls3375,Absent,4,girls,L,Present,0.6252830687830687,-335.64885496183206,2445,1786
J,FALSE,L2English,TRUE,15,girls36724,Absent,4,girls,L,Present,0.8399201058201056,-193.4787878787879,1438,1881
J,FALSE,L2English,TRUE,16,girls37260,Absent,3,girls,L,Present,0.7431904761904758,-126.58015267175551,1751,2136
J,FALSE,L2English,TRUE,17,girls3958,Absent,4,girls,L,Absent,0.12439470899470903,530.3511450381679,2373,2652
J,FALSE,L2English,TRUE,18,girls7121,Absent,4,girls,L,Absent,0.41994285714285723,52.74736842105267,1848,2241
J,FALSE,L2English,TRUE,19,girls7728,Absent,2,girls,L,Absent,0.4384116402116402,196.45205479452034,1962,2313
J,FALSE,L2English,TRUE,20,girls8781,Absent,3,girls,L,Present,0.973900529100529,-302.75925925925935,1422,1680
J,FALSE,L2English,TRUE,21,girls9249,Absent,3,girls,L,Present,0.9200253968253971,-75.04516129032254,1322,1697
J,FALSE,L2English,TRUE,22,girls9264,Absent,4,girls,L,Present,0.6832010582010583,-161.04516129032254,1239,1611
J,FALSE,L2English,TRUE,23,hern42719,Absent,4,hern,N,Present,0.7646370370370371,-62.244444444444525,1717,1914
J,FALSE,L2English,TRUE,24,learn14552,Present,2,learn,N,Absent,0.4511772486772487,403.12745098039227,2237,2432
J,FALSE,L2English,TRUE,25,learn15242,Present,3,learn,N,Present,0.6602862433862432,-343.875,1822,2030
J,FALSE,L2English,TRUE,26,learn2352,Present,1,learn,N,Absent,0.5592333333333334,-132.7532467532469,1864,2192
J,FALSE,L2English,TRUE,27,learn30708,Absent,4,learn,N,Present,0.728246031746032,-441.32333333333327,2113,1828
J,FALSE,L2English,TRUE,28,learn3830,Absent,4,learn,N,Absent,0.5254539682539682,-510.64885496183206,1554,1611
J,FALSE,L2English,TRUE,29,learn3842,Absent,4,learn,N,Absent,0.1759079365079365,997.3511450381679,2819,3119
J,FALSE,L2English,TRUE,30,learn5168,Present,2,learn,N,Present,0.7641492063492066,188.60439560439568,1806,2160
J,FALSE,L2English,TRUE,31,learn6557,Absent,4,learn,N,Absent,0.4321058201058203,-231.9076923076923,2262,1990
J,FALSE,L2English,TRUE,32,learns37623,Absent,4,learns,N,Present,0.5951502645502643,-36.58015267175551,1902,2226
J,FALSE,L2English,TRUE,33,learnt36931,Absent,4,learnt,N,Absent,0.5127798941798942,-39.58015267175551,1898,2223
J,FALSE,L2English,TRUE,34,learnt37114,Absent,5,learnt,N,Absent,0.4219645502645505,171.4198473282445,2052,2434
J,FALSE,L2English,TRUE,35,learnt37253,Absent,5,learnt,N,Absent,0.540125396825397,94.41984732824449,1918,2357
J,FALSE,L2English,TRUE,36,learnt3954,Absent,4,learnt,N,Absent,0.19346031746031744,580.3511450381679,2667,2702
J,FALSE,L2English,TRUE,37,learnt4913,Absent,3,learnt,N,Present,0.6183835978835978,-273.3956043956043,2166,1698
J,FALSE,L2English,TRUE,38,term5667,Absent,3,term,M,Present,0.5704751322751324,-478.8532110091742,1715,1619
J,FALSE,L2English,TRUE,39,term7278,Absent,5,term,M,Absent,0.4216650793650793,124.74736842105267,2139,2313
J,FALSE,L2English,TRUE,40,term9089,Absent,5,term,M,Present,0.7138671957671957,-317.04516129032254,1990,1455
J,FALSE,L2English,TRUE,41,terms3547,Absent,4,terms,M,Absent,0.2641925925925926,498.35114503816794,2304,2620
J,FALSE,L2English,TRUE,42,terms7274,Absent,4,terms,M,Absent,0.42714074074074077,159.74736842105267,1884,2348
J,FALSE,L2English,TRUE,43,terms8922,Absent,5,terms,M,Present,0.6602,-273.75925925925935,1500,1709
J,FALSE,L2English,TRUE,44,turn12588,Absent,1,turn,N,Present,0.7594201058201058,-170.090909090909,1385,1641
J,FALSE,L2English,TRUE,45,turn14128,Absent,4,turn,N,Present,0.989714814814815,3.4074074074073906,1472,1949
J,FALSE,L2English,TRUE,46,turn14515,Absent,4,turn,N,Absent,0.3207978835978836,726.1274509803923,2283,2755
J,FALSE,L2English,TRUE,47,turn14517,Absent,1,turn,N,Absent,0.17551851851851846,514.1274509803923,2328,2543
J,FALSE,L2English,TRUE,48,turn8684,Absent,4,turn,N,Present,0.8996481481481481,-250.31944444444434,1760,1824
J,FALSE,L2English,TRUE,49,turned2120,Absent,4,turned,N,Absent,0.5010962962962962,-78.75324675324691,1995,2246
J,FALSE,L2English,TRUE,50,turned2180,Absent,4,turned,N,Present,0.6751666666666668,-302.7532467532469,2045,2022
J,FALSE,L2English,TRUE,51,turned23663,Absent,4,turned,N,Present,0.7613365079365078,18.3125,1740,2163
J,FALSE,L2English,TRUE,52,turned3429,Absent,4,turned,N,Absent,0.3920126984126985,681.3511450381679,2403,2803
J,FALSE,L2English,TRUE,53,turned36334,Present,2,turned,N,Present,0.9786994708994712,-326.4787878787879,1477,1748
J,FALSE,L2English,TRUE,54,turned4154,Absent,4,turned,N,Absent,0.4314148148148149,374.5903614457832,2062,2410
J,FALSE,L2English,TRUE,55,turned606,Absent,4,turned,N,Absent,0.4549174603174602,-117.1954887218044,1829,2271
J,FALSE,L2English,TRUE,56,turns3334,Absent,4,turns,N,Absent,0.1610111111111112,698.3511450381679,2563,2820
J,FALSE,L2English,TRUE,57,world13123,Absent,1,world,L,Present,0.7649671957671961,-217.090909090909,1274,1594
J,FALSE,L2English,TRUE,58,world15080,Absent,4,world,L,Absent,0.4654232804232804,-288.875,1918,2085
J,FALSE,L2English,TRUE,59,world30539,Absent,4,world,L,Absent,0.20067724867724868,-191.32333333333327,1799,2078
J,FALSE,L2English,TRUE,60,world4429,Absent,4,world,L,Present,0.5702793650793652,62.590361445783174,1786,2098
